Lokasi,Harga (Miliar),Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Garasi,Jumlah Lantai
Jakarta Selatan,5.5,246,272,5,3,0,2
Jakarta Selatan,5.5,246,272,5,3,0,2
Jakarta Barat,5.5,245,217,4,4,2,2
Jakarta Selatan,5.5,180,198,6,2,2,2
Jakarta Selatan,5.5,260,197,4,4,0,2
Jakarta Timur,5.5,350,180,4,4,1,2
Jakarta Timur,5.5,340,180,5,5,0,2
Jakarta Barat,5.5,270,180,4,3,0,2
Jakarta Selatan,5.5,400,152,6,4,3,2
Jakarta Selatan,5.5,170,150,5,5,2,2
Jakarta Barat,5.5,100,714,4,2,0,1
Jakarta Timur,5.5,200,364,8,4,0,1
Jakarta Selatan,5.5,250,265,5,2,0,1
Jakarta Selatan,5.5,300,482,4,4,0,1
Jakarta Timur,5.5,135,563,4,2,1,1
Jakarta Pusat,5.5,100,229,0,0,0,1
Jakarta Utara,5.5,234,162,4,3,0,1
Jakarta Barat,5.6,324,283,10,5,2,1
Jakarta Barat,5.6,240,280,4,3,0,2
Jakarta Barat,5.6,250,200,4,3,3,2
Jakarta Barat,5.6,227,216,4,3,2,2
Jakarta Barat,5.6,276,132,5,5,2,3
Jakarta Timur,5.6,385,500,5,5,5,1
Jakarta Utara,5.6,350,200,3,3,1,2
Jakarta Selatan,5.6,205,72,0,4,0,4
Jakarta Selatan,5.6,200,160,5,2,0,2
Jakarta Selatan,5.6,300,221,0,0,0,1
Jakarta Utara,5.65,170,170,4,4,0,2
Jakarta Barat,5.7,250,180,4,3,2,2
Jakarta Barat,5.7,250,180,4,3,0,2
Jakarta Pusat,5.7,240,178,4,3,3,2
Jakarta Timur,5.7,252,294,4,3,2,2
Jakarta Timur,5.7,252,294,4,3,2,2
Jakarta Timur,5.7,300,375,6,5,2,2
Jakarta Utara,5.7,220,220,3,2,1,2
Jakarta Utara,5.7,153,153,4,3,1,2
Jakarta Utara,5.7,300,132,4,4,2,3
Jakarta Utara,5.7,120,144,4,2,1,3
Jakarta Utara,5.7,459,153,7,4,2,3
Jakarta Utara,5.7,459,153,8,5,0,3
Jakarta Utara,5.7,459,153,8,5,0,3
Jakarta Selatan,5.7,200,311,4,3,1,2
Jakarta Selatan,5.7,200,180,4,4,2,2
Jakarta Selatan,5.7,200,311,4,3,1,2
Jakarta Selatan,5.7,250,308,4,4,3,2
Jakarta Selatan,5.7,250,121,7,5,0,3
Jakarta Barat,5.7,250,320,4,3,1,2
Jakarta Selatan,5.7,300,180,6,6,1,2
Jakarta Selatan,5.7,250,121,7,5,0,2
Jakarta Selatan,5.7,250,121,7,5,0,2
Jakarta Barat,5.75,225,150,4,3,1,2
Jakarta Barat,5.75,465,200,5,5,1,3
Jakarta Timur,5.75,340,278,5,3,2,2
Jakarta Timur,5.75,458,145,3,3,4,4
Jakarta Pusat,5.75,300,132,0,0,0,2
Jakarta Utara,5.79,240,129,3,3,0,2
Jakarta Barat,5.8,235,150,4,3,0,2
Jakarta Barat,5.8,235,150,4,3,0,2
Jakarta Barat,5.8,210,270,4,3,1,2
Jakarta Barat,5.8,200,144,4,3,1,2
Jakarta Barat,5.8,280,144,4,3,1,2
Jakarta Barat,5.8,235,148,4,3,2,2
Jakarta Timur,5.8,400,232,5,5,1,2
Jakarta Timur,5.8,380,500,5,6,5,2
Jakarta Utara,5.8,160,150,3,2,1,2
Jakarta Utara,5.8,136,136,4,2,1,2
Jakarta Utara,5.8,192,187,4,3,2,2
Jakarta Utara,5.8,250,273,4,3,0,2
Jakarta Utara,5.8,300,187,5,3,2,2
Jakarta Selatan,5.8,200,300,3,2,3,1
Jakarta Selatan,5.8,250,308,4,2,2,1
Jakarta Barat,5.8,170,286,5,4,3,3
Jakarta Selatan,5.8,180,198,5,2,2,2
Jakarta Selatan,5.85,305,170,4,3,2,3.5
Jakarta Timur,5.85,300,218,4,4,0,2
Jakarta Barat,5.89,320,220,5,5,2,2
Jakarta Barat,5.89,3202024,220,5,5,2,2
Jakarta Barat,5.9,213,198,4,3,1,2
Jakarta Barat,5.9,320,220,5,5,2,2
Jakarta Barat,5.9,380,150,3,3,1,3
Jakarta Timur,5.9,400,271,2,3,2,2
Jakarta Timur,5.9,252,244,5,3,1,2
Jakarta Utara,5.9,300,150,4,4,1,2
Jakarta Utara,5.9,459,153,7,4,0,3
Jakarta Utara,5.9,400,220,5,5,0,4
Jakarta Utara,5.9,240,187,4,3,0,1
Jakarta Selatan,5.9,430,155,4,5,3,2
Jakarta Selatan,5.9,230,140,5,3,6,2
Jakarta Selatan,5.9,176,160,4,3,1,3
Jakarta Selatan,5.9,417,368,,7,2,2
Jakarta Selatan,5.9,176,160,4,3,0,2
Jakarta Barat,5.9,192,256,3,2,1,1
Jakarta Utara,5.9,310,180,4,3,0,2
Jakarta Barat,5.95,400,257,5,3,0,1
Jakarta Barat,5.95,465,200,5,5,0,3
Jakarta Barat,5.95,465,200,5,5,4,3
Jakarta Utara,5.95,450,153,6,5,3,3
Jakarta Utara,5.95,459,153,7,5,2,3
Jakarta Utara,5.95,459,153,7,4,2,3
Jakarta Utara,5.95,459,153,7,4,2,3
Jakarta Selatan,5.95,173,174,4,4,3,2
Jakarta Selatan,5.95,155,190,2,2,2,1
Jakarta Timur,5.99,400,511,4,3,4,2
Jakarta Timur,5.99,554,510,5,4,2,2
Jakarta Timur,5.99,552,510,5,4,4,2
Jakarta Utara,5.99,300,150,6,6,2,3
Jakarta Selatan,5.99,210,539,7,6,3,2
Jakarta Utara,5.99,220,140,4,3,0,2
Jakarta Barat,6,317,280,4,4,0,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,160,160,5,3,2,2
Jakarta Barat,6,400,300,6,3,1,2
Jakarta Barat,6,268,473,6,3,3,2
Jakarta Barat,6,525,200,4,3,6,3
Jakarta Barat,6,400,213,4,3,2,3
Jakarta Barat,6,470,300,6,4,5,3
Jakarta Barat,6,500,287,5,7,0,4
Jakarta Pusat,6,282,243,3,3,0,1
Jakarta Timur,6,262,321,6,4,2,2
Jakarta Utara,6,130,130,3,1,1,1
Jakarta Utara,6,200,180,4,3,2,1
Jakarta Utara,6,200,150,3,3,2,2
Jakarta Utara,6,203,150,3,3,2,2
Jakarta Utara,6,200,150,3,2,2,2
Jakarta Utara,6,120,12020,3,2,0,2
Jakarta Utara,6,209,150,4,3,2,2
Jakarta Utara,6,300,228,4,4,3,2
Jakarta Utara,6,220,175,4,2,2,2
Jakarta Utara,6,220,187,4,3,2,2
Jakarta Utara,6,224,507,6,6,0,2
Jakarta Utara,6,460,180,6,4,3,3
Jakarta Utara,6,300,289,4,5,0,1
Jakarta Selatan,6,133,220,3,3,2,1
Jakarta Selatan,6,114,300,3,2,2,1
Jakarta Selatan,6,300,224,5,4,2,2
Jakarta Selatan,6,272,296,5,3,3,2
Jakarta Selatan,6,250,120,4,4,6,3
Jakarta Selatan,6,450,116,13,13,2,3
Jakarta Selatan,6,169,271,4,1,1,1
Jakarta Barat,6,370,200,3,3,1,3
Jakarta Selatan,6,250,121,7,5,0,3
Jakarta Timur,6,500,300,6,4,2,2.5
Jakarta Utara,6,250,390,3,3,5,2
Jakarta Timur,6,420,260,5,5,2,2
Jakarta Timur,6,350,212,5,5,0,2
Jakarta Selatan,6,250,207,4,3,0,2
Jakarta Timur,6,231,158,5,4,2,2
Jakarta Selatan,6,200,600,2,3,0,1.5
Jakarta Timur,6,300,524,6,5,0,1.5
Jakarta Selatan,6,200,400,2,3,0,1.5
Jakarta Selatan,6,200,250,3,3,0,1.5
Jakarta Barat,6,300,330,4,2,1,1
Jakarta Timur,6,138,291,5,3,0,1
Jakarta Selatan,6,380,380,6,5,0,1
Jakarta Pusat,6,300,352,0,0,0,1
Jakarta Barat,6,320,200,3,3,1,2
Jakarta Barat,6.1,180,238,5,5,1,1
Jakarta Barat,6.1,325,225,3,3,2,2
Jakarta Selatan,6.1,285,198,8,4,3,2
Jakarta Barat,6.2,300,200,4,2,1,2
Jakarta Barat,6.2,360,270,4,4,0,2
Jakarta Utara,6.2,200,187,4,3,2,2
Jakarta Utara,6.2,350,300,4,3,0,2
Jakarta Utara,6.2,350,200,4,4,0,2
Jakarta Selatan,6.2,178,158,4,3,1,1
Jakarta Selatan,6.2,320,295,5,4,3,2
Jakarta Selatan,6.2,250,308,4,4,0,2
Jakarta Selatan,6.2,250,308,3,3,0,2
Jakarta Selatan,6.2,250,320,8,3,3,1
Jakarta Selatan,6.2,250,308,4,4,2,1
Jakarta Selatan,6.2,250,308,4,4,2,1
Jakarta Selatan,6.2,250,308,4,4,0,1
Jakarta Selatan,6.2,250,308,4,4,0,1
Jakarta Pusat,6.2,170,170,5,5,0,1
Jakarta Utara,6.2,388,129,3,3,0,3
Jakarta Barat,6.25,282,300,4,4,0,1
Jakarta Utara,6.25,245,220,4,3,2,2
Jakarta Selatan,6.25,400,274,4,4,0,1
Jakarta Selatan,6.25,300,240,6,3,2,2.5
Jakarta Selatan,6.25,550,450,5,5,0,2
Jakarta Barat,6.25,250,465,4,3,2,1
Jakarta Selatan,6.25,200,302,5,2,1,1
Jakarta Selatan,6.25,350,225,0,0,0,2
Jakarta Utara,6.28,1090,830,8,5,8,2
Jakarta Utara,6.28,1090,830,8,5,3,2
Jakarta Barat,6.3,250,400,5,5,2,2
Jakarta Barat,6.3,690,295,4,4,2,3
Jakarta Barat,6.3,330,81,21,21,1,5
Jakarta Timur,6.3,150,260,4,4,5,2
Jakarta Utara,6.3,350,198,3,3,2,3
Jakarta Utara,6.3,297,180,3,4,0,4
Jakarta Selatan,6.3,237,72,1,4,0,3
Jakarta Selatan,6.3,396,318,4,2,4,1
Jakarta Selatan,6.3,250,334,4,4,1,2
Jakarta Selatan,6.3,158,316,4,4,0,2
Jakarta Timur,6.3,320,260,4,4,1,2
Jakarta Utara,6.3,400,323,5,4,0,1
Jakarta Selatan,6.33,210,104,3,4,2,3
Jakarta Selatan,6.35,220,254,4,3,0,2
Jakarta Selatan,6.4,265,90,3,3,1,3
Jakarta Barat,6.4,325,200,3,3,1,3
Jakarta Selatan,6.45,197,280,3,4,1,2
Jakarta Selatan,6.47,222,224,3,5,1,2.5
Jakarta Barat,6.5,275,375,7,3,0,1
Jakarta Barat,6.5,300,156,22,18,0,1
Jakarta Barat,6.5,460,306,3,4,1,2
Jakarta Barat,6.5,180,180,3,3,0,2
Jakarta Barat,6.5,300,150,3,3,2,2
Jakarta Barat,6.5,240,150,3,3,0,2
Jakarta Barat,6.5,400,213,5,3,2,2
Jakarta Barat,6.5,300,200,5,3,2,2
Jakarta Barat,6.5,480,273,5,5,2,2
Jakarta Barat,6.5,550,270,5,3,2,3
Jakarta Barat,6.5,360,144,6,5,2,3
Jakarta Barat,6.5,400,180,4,4,2,4
Jakarta Barat,6.5,350,98,28,28,1,4
Jakarta Barat,6.5,200,500,6,6,8,1
Jakarta Pusat,6.5,245,245,4,2,2,1
Jakarta Pusat,6.5,136,126,4,3,1,2
Jakarta Pusat,6.5,220,126,4,3,1,2
Jakarta Pusat,6.5,256,169,5,5,2,2
Jakarta Pusat,6.5,320,205,4,4,0,2
Jakarta Utara,6.5,400,170,3,3,0,1
Jakarta Utara,6.5,230,150,3,3,2,2
Jakarta Utara,6.5,200,162,3,2,0,2
Jakarta Utara,6.5,300,200,4,5,2,2
Jakarta Utara,6.5,275,292,4,3,2,2
Jakarta Utara,6.5,600,414,5,3,2,2
Jakarta Utara,6.5,230,150,5,4,1,3
Jakarta Utara,6.5,400,200,6,4,2,3
Jakarta Utara,6.5,936,325,13,8,0,3
Jakarta Utara,6.5,936,325,13,8,0,3
Jakarta Selatan,6.5,109,250,2,2,2,1
Jakarta Selatan,6.5,200,298,3,3,2,1
Jakarta Selatan,6.5,200,298,3,3,2,1
Jakarta Selatan,6.5,246,406,3,3,2,1
Jakarta Selatan,6.5,200,298,3,3,2,1
Jakarta Selatan,6.5,150,344,3,3,1,1
Jakarta Selatan,6.5,200,220,4,3,1,1
Jakarta Selatan,6.5,249,249,5,3,3,1
Jakarta Selatan,6.5,450,314,5,4,2,1
Jakarta Selatan,6.5,240,363,3,3,2,2
Jakarta Selatan,6.5,200,140,3,3,1,2
Jakarta Selatan,6.5,300,235,4,3,2,2
Jakarta Selatan,6.5,360,225,4,3,1,2
Jakarta Selatan,6.5,280,200,5,5,2,2
Jakarta Selatan,6.5,400,350,5,3,4,2
Jakarta Selatan,6.5,350,252,5,4,2,2
Jakarta Selatan,6.5,350,201,14,10,1,2
Jakarta Selatan,6.5,530,188,3,3,2,3
Jakarta Selatan,6.5,260,140,4,3,2,3
Jakarta Selatan,6.5,250,180,4,4,1,3
Jakarta Selatan,6.5,440,229,5,4,6,3
Jakarta Barat,6.5,700,243,10,10,1,3
Jakarta Selatan,6.5,401,173,4,3,2,3
Jakarta Selatan,6.5,450,170,10,10,0,3
Jakarta Timur,6.5,800,1200,6,7,8,2
Jakarta Selatan,6.5,256,450,6,5,1,2
Jakarta Selatan,6.5,318,320,5,3,2,2
Jakarta Selatan,6.5,318,320,5,3,2,2
Jakarta Selatan,6.5,255,306,5,4,0,2
Jakarta Selatan,6.5,255,306,5,4,0,2
Jakarta Timur,6.5,400,270,5,3,1,2
Jakarta Barat,6.5,300,261,12,5,1,2
Jakarta Utara,6.5,300,231,6,3,1,2
Jakarta Utara,6.5,330,160,3,3,0,2
Jakarta Selatan,6.5,220,120,3,3,2,2
Jakarta Timur,6.5,219,252,3,3,0,1.5
Jakarta Barat,6.5,217,408,3,2,1,1
Jakarta Barat,6.5,217,408,3,2,1,1
Jakarta Selatan,6.5,150,202,3,2,0,1
Jakarta Selatan,6.5,150,120,3,2,1,1
Jakarta Utara,6.5,600,414,5,4,0,1
Jakarta Barat,6.6,211,250,3,3,0,3
Jakarta Utara,6.6,200,150,4,3,2,2
Jakarta Utara,6.6,200,180,4,3,1,3
Jakarta Selatan,6.6,395,172,12,13,1,2
Jakarta Timur,6.6,400,459,5,4,0,2
Jakarta Utara,6.7,300,184,4,4,1,2
Jakarta Utara,6.7,360,265,5,3,2,2
Jakarta Utara,6.7,300,200,6,3,1,2
Jakarta Selatan,6.7,332,235,4,3,4,3
Jakarta Selatan,6.7,401,170,5,4,2,3
Jakarta Barat,6.75,400,375,4,2,4,2
Jakarta Barat,6.75,310,200,4,4,2,2
Jakarta Pusat,6.75,400,305,10,7,3,2
Jakarta Utara,6.75,370,250,4,3,1,1
Jakarta Selatan,6.75,350,252,5,4,1,2
Jakarta Utara,6.75,450,238,6,3,0,2.5
Jakarta Utara,6.75,570,285,3,1,0,2
Jakarta Pusat,6.75,540,270,0,0,0,2
Jakarta Barat,6.8,250,300,3,3,0,2
Jakarta Barat,6.8,250,300,4,3,0,2
Jakarta Timur,6.8,500,560,4,3,2,2
Jakarta Timur,6.8,350,500,5,3,2,2
Jakarta Timur,6.8,177,204,4,4,0,3
Jakarta Timur,6.8,177,204,4,4,0,3
Jakarta Utara,6.8,240,186,4,3,2,3
Jakarta Selatan,6.8,250,330,4,3,1,2
Jakarta Selatan,6.8,280,200,13,13,2,2
Jakarta Selatan,6.8,240,120,3,3,2,3
Jakarta Selatan,6.8,260,160,3,2,1,2
Jakarta Barat,6.89,600,335,4,2,1,2
Jakarta Barat,6.9,350,300,3,3,2,2
Jakarta Utara,6.9,455,162,6,6,2,4
Jakarta Selatan,6.9,330,276,4,4,2,1
Jakarta Selatan,6.9,200,160,3,4,1,2
Jakarta Selatan,6.9,500,256,3,3,1,2
Jakarta Selatan,6.9,200,160,3,4,1,2
Jakarta Selatan,6.9,280,313,3,3,1,2
Jakarta Selatan,6.9,303,465,4,3,2,2
Jakarta Selatan,6.9,303,465,4,3,2,2
Jakarta Selatan,6.9,200,269,4,2,1,2
Jakarta Selatan,6.9,330,276,4,4,2,3
Jakarta Selatan,6.9,330,276,4,4,2,3
Jakarta Selatan,6.9,310,161,4,4,2,3
Jakarta Selatan,6.9,314,273,5,4,3,3
Jakarta Timur,6.9,401,315,4,5,1,2
Jakarta Selatan,6.9,300,200,4,3,0,2
Jakarta Selatan,6.9,260,150,3,3,0,2
Jakarta Selatan,6.9,200,150,3,3,0,2
Jakarta Selatan,6.9,260,150,3,3,0,2
Jakarta Barat,6.95,500,200,5,4,1,3
Jakarta Utara,6.95,900,325,13,8,2,3
Jakarta Selatan,6.95,500,404,4,4,2,1
Jakarta Selatan,6.97,280,162,6,5,3,3
Jakarta Selatan,6.97,400,498,4,4,2,2
Jakarta Utara,6.99,360,413,5,4,4,2
Jakarta Selatan,6.99,252,136,5,5,0,3
Jakarta Barat,7,252,251,4,3,0,1
Jakarta Barat,7,400,240,4,3,2,2
Jakarta Barat,7,373,374,5,4,1,2
Jakarta Barat,7,299,300,6,4,1,2
Jakarta Barat,7,525,200,5,6,2,3
Jakarta Pusat,7,200,281,4,3,2,1
Jakarta Pusat,7,226,225,5,3,0,1
Jakarta Pusat,7,195,225,5,4,1,2
Jakarta Pusat,7,226,225,5,3,1,2
Jakarta Pusat,7,350,117,21,21,1,3
Jakarta Timur,7,300,625,4,2,2,1
Jakarta Timur,7,350,213,5,5,0,2
Jakarta Utara,7,240,160,4,3,1,2
Jakarta Utara,7,450,450,5,2,2,2
Jakarta Utara,7,450,450,5,2,2,2
Jakarta Utara,7,360,144,4,4,2,3
Jakarta Selatan,7,375,216,3,3,2,2
Jakarta Selatan,7,250,235,5,3,2,2
Jakarta Selatan,7,275,294,5,4,3,2
Jakarta Selatan,7,267,246,5,4,1,2
Jakarta Selatan,7,400,239,6,6,1,2
Jakarta Selatan,7,200,135,5,3,1,1
Jakarta Selatan,7,425,695,4,3,2,1
Jakarta Timur,7,350,380,4,3,1,3.5
Jakarta Pusat,7,136,126,4,3,1,2.5
Jakarta Timur,7,500,1009,5,4,2,2
Jakarta Barat,7,365,360,5,3,0,2
Jakarta Selatan,7,300,278,3,3,1,2
Jakarta Selatan,7,350,200,7,4,0,2
Jakarta Utara,7,285,187,4,3,0,2
Jakarta Utara,7,140,300,3,1,0,1.5
Jakarta Selatan,7,160,278,3,2,0,1
Jakarta Selatan,7,434,140,5,3,2,1
Jakarta Timur,7,400,550,8,5,2,1
Jakarta Barat,7,400,318,0,0,0,1
Jakarta Selatan,7,300,147,3,2,0,2
Jakarta Barat,7.1,485,453,17,8,2,3
Jakarta Selatan,7.13,324,259,6,5,1,1
Jakarta Timur,7.14,250,340,4,3,1,1
Jakarta Barat,7.15,302,143,4,4,2,3
Jakarta Utara,7.2,390,300,3,2,0,2
Jakarta Utara,7.2,350,220,3,3,3,2
Jakarta Utara,7.2,220,220,3,3,2,2
Jakarta Utara,7.2,350,300,4,3,2,2
Jakarta Utara,7.2,400,300,4,1,2,2
Jakarta Utara,7.2,350,220,4,3,1,2
Jakarta Utara,7.2,500,550,6,4,1,2
Jakarta Selatan,7.2,375,216,3,3,2,2
Jakarta Selatan,7.2,170,200,5,5,1,2
Jakarta Selatan,7.2,361,187,4,3,3,3
Jakarta Selatan,7.25,420,270,6,6,5,3
Jakarta Pusat,7.25,280,180,5,5,3,2
Jakarta Barat,7.28,200,225,4,4,1,1
Jakarta Barat,7.3,200,348,4,4,2,2
Jakarta Timur,7.3,500,360,6,4,5,2
Jakarta Utara,7.3,224,200,4,4,2,2
Jakarta Utara,7.3,270,300,0,0,0,3
Jakarta Selatan,7.3,270,277,6,4,2,3
Jakarta Selatan,7.3,550,344,6,5,0,2
Jakarta Pusat,7.3,384,317,5,1,3,2
Jakarta Timur,7.31,228,200,4,4,1,2
Jakarta Barat,7.35,350,300,6,4,0,2
Jakarta Selatan,7.35,144,200,10,10,0,3
Jakarta Selatan,7.35,144,200,10,10,0,3
Jakarta Selatan,7.35,144,200,3,10,0,3
Jakarta Selatan,7.35,144,200,10,10,0,3
Jakarta Selatan,7.35,144,200,10,10,0,1
Jakarta Barat,7.4,340,300,5,4,3,2
Jakarta Utara,7.46,196,200,4,4,0,2
Jakarta Barat,7.5,300,257,4,3,0,2
Jakarta Barat,7.5,400,325,4,4,2,2
Jakarta Barat,7.5,297,296,4,3,2,2
Jakarta Barat,7.5,340,270,4,4,2,2
Jakarta Barat,7.5,360,300,5,4,0,2
Jakarta Barat,7.5,360,160,3,3,1,3
Jakarta Barat,7.5,400,180,34,34,1,3
Jakarta Barat,7.5,275,375,7,3,0,1
Jakarta Pusat,7.5,388,200,6,6,0,4
Jakarta Timur,7.5,400,580,4,4,2,1
Jakarta Timur,7.5,182,300,6,3,1,1
Jakarta Timur,7.5,322,300,6,2,2,2
Jakarta Timur,7.5,575,609,6,5,4,1
Jakarta Utara,7.5,150,165,3,3,0,2
Jakarta Utara,7.5,300,170,4,3,1,2
Jakarta Utara,7.5,300,320,6,3,2,2
Jakarta Utara,7.5,480,200,4,4,2,3
Jakarta Utara,7.5,350,200,4,3,0,3
Jakarta Utara,7.5,300,150,5,4,2,3
Jakarta Utara,7.5,600,250,6,4,3,3
Jakarta Utara,7.5,360,144,4,4,1,4
Jakarta Selatan,7.5,250,305,3,3,2,1
Jakarta Selatan,7.5,180,250,3,3,1,1
Jakarta Selatan,7.5,271,295,6,4,1,1
Jakarta Selatan,7.5,400,365,3,3,2,2
Jakarta Selatan,7.5,350,376,4,4,2,2
Jakarta Selatan,7.5,200,301,7,7,1,2
Jakarta Selatan,7.5,300,182,7,4,0,2
Jakarta Selatan,7.5,800,537,8,4,2,2
Jakarta Selatan,7.5,270,344,8,5,3,2
Jakarta Selatan,7.5,250,157,4,3,2,3
Jakarta Selatan,7.5,250,157,4,4,3,3
Jakarta Selatan,7.5,240,540,4,3,4,1
Jakarta Selatan,7.5,329,212,3,3,2,4
Jakarta Selatan,7.5,329,212,3,2,2,4
Jakarta Utara,7.5,410,180,5,3,5,4
Jakarta Selatan,7.5,420,275,5,7,2,3
Jakarta Selatan,7.5,450,170,10,10,0,3
Jakarta Selatan,7.5,450,170,10,10,0,3
Jakarta Selatan,7.5,450,170,10,10,0,3
Jakarta Barat,7.5,488,270,3,3,2,2.5
Jakarta Selatan,7.5,210,410,5,5,2,2
Jakarta Selatan,7.5,228,337,7,4,2,2
Jakarta Barat,7.5,450,325,4,4,1,2
Jakarta Timur,7.5,450,325,6,4,0,2
Jakarta Timur,7.5,350,252,7,5,2,2
Jakarta Timur,7.5,300,188,6,5,0,2
Jakarta Selatan,7.5,240,24,3,3,1,2
Jakarta Barat,7.5,200,361,5,2,0,1.5
Jakarta Selatan,7.5,300,546,4,2,2,1
Jakarta Barat,7.5,300,342,4,3,3,1
Jakarta Timur,7.5,450,325,6,4,0,1
Jakarta Selatan,7.5,450,170,10,10,0,3
Jakarta Utara,7.6,260,180,3,2,0,2
Jakarta Selatan,7.6,250,332,4,2,1,2
Jakarta Timur,7.6,280,311,5,3,1,2
Jakarta Barat,7.7,300,294,3,3,1,2
Jakarta Utara,7.7,240,160,3,2,2,2
Jakarta Utara,7.7,234,297,4,3,4,2
Jakarta Selatan,7.7,180,250,2,2,0,1
Jakarta Barat,7.75,200,300,3,2,0,1
Jakarta Utara,7.78,200,160,3,3,0,2
Jakarta Barat,7.8,100,375,1,1,0,1
Jakarta Barat,7.8,350,356,3,3,2,2
Jakarta Barat,7.8,350,240,4,3,1,2
Jakarta Barat,7.8,500,445,5,3,2,2
Jakarta Barat,7.8,850,400,5,4,4,3
Jakarta Pusat,7.8,300,216,5,5,1,2
Jakarta Timur,7.8,600,537,9,4,4,2
Jakarta Timur,7.8,249,354,5,3,0,1
Jakarta Utara,7.8,220,200,3,3,0,2
Jakarta Utara,7.8,400,200,3,3,0,2
Jakarta Utara,7.8,525,270,8,5,2,2
Jakarta Selatan,7.8,450,600,7,6,2,2
Jakarta Selatan,7.8,600,220,4,4,0,3
Jakarta Timur,7.8,400,240,5,6,0,2.5
Jakarta Selatan,7.8,302,248,4,3,1,2
Jakarta Selatan,7.8,442,246,4,4,1,2
Jakarta Timur,7.8,362,426,6,2,0,1
Jakarta Timur,7.8,700,612,6,5,0,1
Jakarta Barat,7.9,360,322,5,5,2,2
Jakarta Barat,7.9,370,180,4,3,0,3
Jakarta Barat,7.9,900,374,6,4,2,4
Jakarta Timur,7.9,400,481,6,3,2,2
Jakarta Selatan,7.9,146,327,3,2,2,1
Jakarta Selatan,7.9,146,327,3,2,2,2
Jakarta Selatan,7.9,146,327,3,2,2,2
Jakarta Selatan,7.9,146,327,3,2,2,2
Jakarta Selatan,7.9,480,381,4,3,1,2
Jakarta Selatan,7.9,310,161,4,4,2,3
Jakarta Selatan,7.9,364,134,5,5,2,3
Jakarta Selatan,7.9,420,450,6,5,2,3
Jakarta Timur,7.9,300,300,4,4,2,2
Jakarta Selatan,7.9,480,270,7,5,2,2
Jakarta Selatan,7.9,380,200,4,3,0,2
Jakarta Barat,7.9,276,322,4,3,0,1.5
Jakarta Selatan,7.9,190,197,5,2,1,1
Jakarta Selatan,7.9,380,200,0,0,0,2
Jakarta Selatan,7.9,380,200,4,3,0,2
Jakarta Selatan,7.91,302,128,3,3,2,3
Jakarta Barat,7.95,150,548,2,2,2,1
Jakarta Selatan,7.95,260,194,5,6,1,2
Jakarta Selatan,7.95,250,194,5,6,1,2
Jakarta Barat,8,310,379,5,3,1,2
Jakarta Barat,8,936,308,6,6,2,3
Jakarta Timur,8,85,810,7,4,2,2
Jakarta Timur,8,600,537,9,4,4,2
Jakarta Utara,8,250,319,3,4,1,1
Jakarta Utara,8,250,288,3,3,4,2
Jakarta Utara,8,450,400,4,3,1,2
Jakarta Utara,8,480,180,4,5,2,3
Jakarta Utara,8,360,160,5,4,1,3
Jakarta Utara,8,400,160,5,5,2,3
Jakarta Utara,8,700,200,5,4,0,4
Jakarta Utara,8,700,200,5,4,0,4
Jakarta Utara,8,700,200,5,4,0,4
Jakarta Utara,8,700,200,5,4,0,4
Jakarta Utara,8,700,200,5,4,0,4
Jakarta Utara,8,350,200,5,4,0,2
Jakarta Selatan,8,311,300,4,5,2,2
Jakarta Selatan,8,528,128,5,4,3,2
Jakarta Selatan,8,350,189,3,3,0,3
Jakarta Selatan,8,240,180,4,5,2,1
Jakarta Barat,8,304,121,3,3,1,3
Jakarta Utara,8,177,465,7,2,2,2
Jakarta Barat,8,560,402,5,6,1,2
Jakarta Barat,8,400,300,2,1,0,2
Jakarta Barat,8,400,300,4,4,0,2
Jakarta Selatan,8,550,280,4,5,3,2
Jakarta Barat,8,205,276,7,4,1,2
Jakarta Selatan,8,200,230,8,3,0,2
Jakarta Selatan,8,237,210,4,3,2,2
Jakarta Selatan,8,350,500,4,2,1,1.5
Jakarta Barat,8,260,394,4,3,2,1
Jakarta Timur,8,650,475,8,5,0,1
Jakarta Selatan,8.03,278,158,4,4,0,3
Jakarta Selatan,8.1,300,500,4,4,0,2
Jakarta Barat,8.1,201,360,4,3,1,2
Jakarta Barat,8.2,450,389,4,3,2,2
Jakarta Barat,8.2,420,160,3,3,1,3
Jakarta Utara,8.2,224,200,4,4,2,2
Jakarta Selatan,8.2,350,303,5,5,4,2
Jakarta Selatan,8.2,316,354,6,4,2,2
Jakarta Selatan,8.2,500,250,6,6,4,4
Jakarta Selatan,8.2,500,487,5,3,1,2
Jakarta Selatan,8.2,350,384,4,3,0,2
Jakarta Selatan,8.2,300,320,8,1,0,2
Jakarta Utara,8.2,500,300,4,4,1,2
Jakarta Selatan,8.3,568,487,6,4,2,2
Jakarta Selatan,8.3,417,187,4,4,1,3
Jakarta Selatan,8.3,417,187,4,4,2,3
