Lokasi,Harga (Miliar),Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Garasi,Jumlah Lantai
Jakarta Timur,3,167,162,4,4,0,2
Jakarta Timur,3,167,162,4,4,0,2
Jakarta Timur,3,167,162,4,4,0,2
Jakarta Timur,3,167,162,4,4,0,2
Jakarta Barat,3,170,134,3,2,0,2
Jakarta Barat,3,200,120,3,2,0,2
Jakarta Timur,3,130,116,5,3,1,2
Jakarta Utara,3,200,112,4,3,0,2
Jakarta Barat,3,126,90,3,1,1,2
Jakarta Utara,3,104,75,3,2,0,2
Jakarta Selatan,3,200,234,3,2,0,1.5
Jakarta Selatan,3,300,400,3,4,1,1
Jakarta Selatan,3,82,285,3,3,0,1
Jakarta Selatan,3,100,120,4,2,0,1
Jakarta Pusat,3,58,82,2,1,0,1
Jakarta Selatan,3,155,84,0,0,0,2
Jakarta Barat,3,360,125,10,10,0,3
Jakarta Utara,3.01,138,60,3,3,0,2
Jakarta Selatan,3.05,170,132,4,3,1,2
Jakarta Selatan,3.05,170,132,4,4,0,2
Jakarta Barat,3.1,120,130,3,3,1,1
Jakarta Barat,3.1,150,100,3,3,1,2
Jakarta Barat,3.1,150,105,3,3,1,2
Jakarta Barat,3.1,179,161,5,4,1,2
Jakarta Barat,3.1,200,90,3,3,1,3
Jakarta Barat,3.1,180,102,4,5,0,3
Jakarta Timur,3.1,350,200,6,4,2,2
Jakarta Timur,3.1,150,179,1,1,0,1
Jakarta Utara,3.1,228,120,4,3,0,2
Jakarta Selatan,3.1,185,105,4,4,2,2
Jakarta Selatan,3.1,162,53,3,3,2,4
Jakarta Timur,3.1,354,142,7,7,0,3
Jakarta Timur,3.1,300,262,5,4,0,2.5
Jakarta Selatan,3.1,93,140,4,3,0,2
Jakarta Selatan,3.1,160,110,4,4,0,2
Jakarta Selatan,3.1,160,110,4,4,0,2
Jakarta Selatan,3.1,160,110,4,3,0,2
Jakarta Selatan,3.1,160,110,4,4,0,2
Jakarta Selatan,3.1,160,110,4,4,0,2
Jakarta Selatan,3.1,140,93,4,3,0,2
Jakarta Selatan,3.1,140,93,4,3,0,2
Jakarta Selatan,3.1,140,93,4,3,0,2
Jakarta Selatan,3.1,140,90,4,3,0,2
Jakarta Selatan,3.1,120,90,5,3,0,2
Jakarta Pusat,3.1,125,172,4,2,0,1.5
Jakarta Barat,3.1,96,100,2,2,0,1
Jakarta Barat,3.1,140,133,4,3,0,1
Jakarta Selatan,3.1,140,93,0,0,0,2
Jakarta Timur,3.15,240,180,4,2,1,2
Jakarta Selatan,3.15,220,100,3,3,1,3
Jakarta Selatan,3.15,220,100,3,4,1,3
Jakarta Selatan,3.15,210,100,4,4,1,3
Jakarta Selatan,3.15,200,100,4,5,0,3
Jakarta Selatan,3.15,200,100,4,4,1,3
Jakarta Selatan,3.15,180,100,3,3,2,3
Jakarta Selatan,3.15,220,100,0,0,0,2
Jakarta Utara,3.17,104,75,3,3,0,2
Jakarta Timur,3.19,143,148,4,2,2,2
Jakarta Barat,3.2,126,120,3,3,0,2
Jakarta Barat,3.2,125,90,3,3,1,2
Jakarta Barat,3.2,95,107,3,2,2,2
Jakarta Barat,3.2,490,245,4,4,0,2
Jakarta Barat,3.2,196,120,3,3,1,3
Jakarta Barat,3.2,230,75,17,8,1,3
Jakarta Pusat,3.2,200,125,4,2,1,3
Jakarta Timur,3.2,200,173,4,3,1,2
Jakarta Timur,3.2,160,120,4,3,4,2
Jakarta Timur,3.2,160,120,4,3,4,2
Jakarta Timur,3.2,160,120,4,3,4,2
Jakarta Timur,3.2,160,120,4,3,4,2
Jakarta Timur,3.2,250,278,5,3,1,2
Jakarta Timur,3.2,260,180,5,3,0,2
Jakarta Timur,3.2,400,338,12,12,0,2
Jakarta Utara,3.2,119,90,4,3,1,2
Jakarta Utara,3.2,150,132,4,2,2,2
Jakarta Utara,3.2,100,88,3,2,0,3
Jakarta Utara,3.2,100,88,3,2,0,3
Jakarta Utara,3.2,100,88,4,3,0,3
Jakarta Selatan,3.2,227,135,3,3,1,2
Jakarta Selatan,3.2,140,139,4,4,1,2
Jakarta Selatan,3.2,280,104,4,3,2,3
Jakarta Selatan,3.2,320,270,6,4,2,3
Jakarta Selatan,3.2,150,150,2,2,0,1
Jakarta Selatan,3.2,150,150,2,2,0,1
Jakarta Barat,3.2,158,88,4,3,0,3
Jakarta Barat,3.2,158,88,4,3,0,3
Jakarta Barat,3.2,158,88,4,3,0,3
Jakarta Timur,3.2,430,430,3,3,0,2
Jakarta Selatan,3.2,350,210,5,5,1,2
Jakarta Timur,3.2,130,180,3,2,0,2
Jakarta Selatan,3.2,215,135,4,4,1,2
Jakarta Selatan,3.2,200,135,6,3,1,2
Jakarta Selatan,3.2,146,120,4,3,0,2
Jakarta Selatan,3.2,146,120,4,3,0,2
Jakarta Pusat,3.2,140,100,3,2,0,2
Jakarta Selatan,3.2,151,92,3,3,0,2
Jakarta Timur,3.2,280,285,4,4,0,1
Jakarta Selatan,3.2,250,150,6,5,0,2
Jakarta Selatan,3.21,148,83,3,3,2,3
Jakarta Timur,3.24,156,112,5,4,2,3
Jakarta Barat,3.25,96,120,2,2,1,1
Jakarta Barat,3.25,256,180,4,3,0,2
Jakarta Utara,3.25,132,88,5,3,1,2
Jakarta Utara,3.25,260,144,4,2,0,2
Jakarta Selatan,3.25,200,150,4,2,1,2
Jakarta Selatan,3.25,250,114,5,5,2,3
Jakarta Selatan,3.25,220,135,5,5,2,3
Jakarta Selatan,3.25,240,105,3,4,2,3
Jakarta Selatan,3.25,200,105,4,4,1,3
Jakarta Timur,3.25,155,175,4,4,0,2
Jakarta Selatan,3.25,180,140,4,4,0,2
Jakarta Timur,3.25,190,125,5,5,2,2
Jakarta Utara,3.25,240,108,4,4,0,2
Jakarta Selatan,3.25,60,183,3,1,0,1
Jakarta Barat,3.3,110,130,4,2,1,1
Jakarta Barat,3.3,123,120,3,3,1,2
Jakarta Barat,3.3,170,115,4,3,2,2
Jakarta Barat,3.3,160,120,5,4,2,2
Jakarta Barat,3.3,179,161,5,4,1,2
Jakarta Barat,3.3,240,120,3,3,2,3
Jakarta Barat,3.3,250,160,4,3,0,3
Jakarta Barat,3.3,220,150,4,4,2,3
Jakarta Timur,3.3,146,126,4,4,1,2
Jakarta Timur,3.3,350,198,4,3,2,2
Jakarta Timur,3.3,200,170,4,3,2,2
Jakarta Timur,3.3,524,262,5,3,2,3
Jakarta Utara,3.3,190,102,3,2,2,2
Jakarta Utara,3.3,200,162,4,4,2,2
Jakarta Selatan,3.3,200,115,3,3,2,2
Jakarta Selatan,3.3,180,115,3,3,2,2
Jakarta Selatan,3.3,200,250,3,2,1,2
Jakarta Selatan,3.3,130,136,4,4,2,2
Jakarta Selatan,3.3,147,84,5,5,2,3
Jakarta Selatan,3.3,230,110,4,4,1,3
Jakarta Selatan,3.3,230,110,4,4,1,3
Jakarta Selatan,3.3,260,107,5,5,1,3
Jakarta Selatan,3.3,190,99,3,3,1,3
Jakarta Selatan,3.3,190,93,5,4,0,3
Jakarta Barat,3.3,202,82,4,3,2,3
Jakarta Barat,3.3,300,194,4,4,1,2.5
Jakarta Selatan,3.3,250,150,4,4,0,2.5
Jakarta Utara,3.3,150,187,4,4,0,2
Jakarta Timur,3.3,96,180,13,8,0,2
Jakarta Selatan,3.3,100,129,5,3,1,2
Jakarta Timur,3.3,150,105,3,3,0,2
Jakarta Selatan,3.3,250,96,5,4,1,2
Jakarta Utara,3.3,120,90,3,2,0,2
Jakarta Selatan,3.3,161,196,5,3,0,1
Jakarta Selatan,3.3,136,105,3,3,0,1
Jakarta Barat,3.3,145,90,0,0,0,2
Jakarta Barat,3.35,186,114,3,3,2,3
Jakarta Barat,3.35,238,114,4,3,2,3
Jakarta Barat,3.35,250,114,4,3,2,3
Jakarta Selatan,3.35,120,263,4,2,1,1
Jakarta Selatan,3.35,220,113,5,5,0,3
Jakarta Utara,3.35,127,100,4,4,0,2
Jakarta Barat,3.38,80,108,4,3,2,2
Jakarta Selatan,3.38,115,45,4,5,0,4
Jakarta Selatan,3.38,130,143,3,2,0,2
Jakarta Selatan,3.38,146,120,4,4,0,2
Jakarta Utara,3.39,171,162,4,4,2,3
Jakarta Utara,3.39,172,162,5,4,2,3
Jakarta Barat,3.4,250,167,4,5,3,2
Jakarta Barat,3.4,270,90,4,4,1,3
Jakarta Barat,3.4,254,161,4,3,1,3
Jakarta Timur,3.4,200,189,3,3,1,2
Jakarta Timur,3.4,146,126,4,4,2,2
Jakarta Timur,3.4,234,90,4,3,2,3
Jakarta Utara,3.4,210,162,5,3,0,1
Jakarta Utara,3.4,106,75,3,3,2,2
Jakarta Utara,3.4,120,90,4,4,1,2
Jakarta Selatan,3.4,238,238,5,4,2,1
Jakarta Selatan,3.4,125,144,3,3,2,2
Jakarta Selatan,3.4,160,110,5,4,0,2
Jakarta Selatan,3.4,134,78,3,3,0,3
Jakarta Selatan,3.4,240,99,5,4,1,3
Jakarta Selatan,3.4,270,92,5,5,2,3
Jakarta Selatan,3.4,220,236,4,3,1,2
Jakarta Timur,3.4,200,168,5,3,0,2
Jakarta Selatan,3.4,232,152,4,3,0,2
Jakarta Selatan,3.4,200,130,4,4,0,2
Jakarta Selatan,3.4,146,120,4,3,0,2
Jakarta Selatan,3.42,200,101,6,5,2,3
Jakarta Selatan,3.42,200,101,4,4,2,3
Jakarta Timur,3.45,200,132,3,3,1,2
Jakarta Timur,3.45,210,105,4,5,2,3
Jakarta Timur,3.45,121,105,4,3,0,1
Jakarta Utara,3.45,340,140,9,5,1,3
Jakarta Selatan,3.45,96,200,5,5,0,3
Jakarta Selatan,3.45,226,106,4,3,0,3
Jakarta Selatan,3.45,226,106,4,3,1,3
Jakarta Utara,3.45,132,75,3,3,0,3
Jakarta Barat,3.45,185,160,4,4,0,2
Jakarta Selatan,3.45,226,106,4,3,0,2
Jakarta Selatan,3.45,200,96,5,5,0,2
Jakarta Selatan,3.45,200,96,5,5,0,2
Jakarta Selatan,3.48,248,82,4,4,2,3
Jakarta Selatan,3.48,248,86,5,5,1,4
Jakarta Selatan,3.48,238,164,3,2,0,2
Jakarta Timur,3.49,150,305,6,5,2,1
Jakarta Barat,3.5,144,144,3,2,0,2
Jakarta Barat,3.5,163,150,3,1,1,2
Jakarta Barat,3.5,180,120,3,3,0,2
Jakarta Barat,3.5,99,96,3,3,0,2
Jakarta Barat,3.5,126,120,3,3,2,2
Jakarta Barat,3.5,128,100,3,3,1,2
Jakarta Barat,3.5,128,171,3,3,0,2
Jakarta Barat,3.5,170,120,3,3,2,2
Jakarta Barat,3.5,250,150,4,3,1,2
Jakarta Barat,3.5,200,160,4,3,1,2
Jakarta Barat,3.5,208,144,4,4,1,2
Jakarta Barat,3.5,340,179,5,5,2,2
Jakarta Barat,3.5,250,135,5,4,2,2
Jakarta Barat,3.5,250,160,3,2,0,3
Jakarta Barat,3.5,168,88,5,4,1,3
Jakarta Barat,3.5,300,100,5,5,1,3
Jakarta Pusat,3.5,193,112,2,3,0,2
Jakarta Timur,3.5,150,474,4,2,0,1
Jakarta Timur,3.5,158,210,3,2,2,2
Jakarta Timur,3.5,210,125,4,4,2,2
Jakarta Timur,3.5,250,126,4,4,2,2
Jakarta Timur,3.5,168,303,4,3,2,2
Jakarta Timur,3.5,313,304,4,3,2,2
Jakarta Timur,3.5,180,119,4,3,1,2
Jakarta Timur,3.5,400,150,3,5,4,3
Jakarta Timur,3.5,280,96,4,4,2,3
Jakarta Utara,3.5,170,180,3,2,1,1
Jakarta Utara,3.5,202,116,3,3,2,2
Jakarta Utara,3.5,122,122,3,3,1,2
Jakarta Utara,3.5,150,136,6,3,0,2
Jakarta Utara,3.5,150,75,3,3,2,3
Jakarta Utara,3.5,185,83,3,2,0,3
Jakarta Utara,3.5,120,75,3,2,0,3
Jakarta Utara,3.5,600,140,5,3,3,3
Jakarta Utara,3.5,150,136,6,3,0,1
Jakarta Selatan,3.5,270,343,4,2,3,1
Jakarta Selatan,3.5,160,113,3,2,1,2
Jakarta Selatan,3.5,180,148,3,3,2,2
Jakarta Selatan,3.5,110,109,3,2,1,2
Jakarta Selatan,3.5,110,109,4,3,1,2
Jakarta Selatan,3.5,370,235,4,4,2,2
Jakarta Selatan,3.5,250,172,4,3,2,2
Jakarta Selatan,3.5,200,123,4,3,1,2
Jakarta Selatan,3.5,300,112,5,4,1,2
Jakarta Selatan,3.5,320,180,21,21,0,2
Jakarta Selatan,3.5,205,100,4,4,1,3
Jakarta Selatan,3.5,400,200,7,5,2,3
Jakarta Selatan,3.5,169,54,4,5,2,4
Jakarta Timur,3.5,183,458,22,22,1,3
Jakarta Timur,3.5,335,226,5,4,0,3
Jakarta Selatan,3.5,250,162,4,5,1,3
Jakarta Timur,3.5,210,135,0,4,0,3
Jakarta Selatan,3.5,280,128,5,4,1,3
Jakarta Selatan,3.5,207,103,5,5,1,3
Jakarta Selatan,3.5,200,101,4,4,1,3
Jakarta Selatan,3.5,78,100,5,3,2,3
Jakarta Barat,3.5,150,93,3,3,1,3
Jakarta Utara,3.5,150,90,5,4,1,3
Jakarta Selatan,3.5,300,377,9,5,0,2.5
Jakarta Barat,3.5,175,144,4,3,0,2.5
Jakarta Barat,3.5,250,136,4,3,0,2.5
Jakarta Timur,3.5,220,362,4,4,1,2
Jakarta Timur,3.5,208,242,5,3,0,2
Jakarta Timur,3.5,211,225,4,4,1,2
Jakarta Timur,3.5,400,212,4,4,1,2
Jakarta Timur,3.5,400,210,5,5,1,2
Jakarta Timur,3.5,380,200,5,3,1,2
Jakarta Selatan,3.5,260,200,5,4,1,2
Jakarta Selatan,3.5,150,200,5,3,0,2
Jakarta Selatan,3.5,300,184,4,3,0,2
Jakarta Selatan,3.5,180,176,5,5,0,2
Jakarta Barat,3.5,300,169,4,4,0,2
Jakarta Barat,3.5,300,168,4,4,0,2
Jakarta Selatan,3.5,288,144,5,5,0,2
Jakarta Barat,3.5,200,117,4,4,0,2
Jakarta Selatan,3.5,160,110,4,3,0,2
Jakarta Barat,3.5,135,105,3,3,0,2
Jakarta Selatan,3.5,207,103,4,4,1,2
Jakarta Selatan,3.5,180,92,4,4,1,2
Jakarta Barat,3.5,140,90,3,3,0,2
Jakarta Timur,3.5,200,309,5,3,0,1
Jakarta Selatan,3.5,198,281,3,3,0,1
Jakarta Selatan,3.5,170,200,4,3,0,1
Jakarta Selatan,3.5,170,200,4,3,0,1
Jakarta Barat,3.5,150,150,2,2,0,1
Jakarta Barat,3.5,263,247,6,4,0,1
Jakarta Barat,3.5,200,150,5,3,0,1
Jakarta Selatan,3.5,200,128,4,3,0,2
Jakarta Selatan,3.5,226,106,4,3,0,2
Jakarta Pusat,3.5,410,134,0,0,0,3
Jakarta Barat,3.55,225,188,3,2,1,1
Jakarta Barat,3.55,200,120,5,3,2,2
Jakarta Selatan,3.55,96,210,5,5,0,3
Jakarta Selatan,3.55,200,109,4,4,2,3
Jakarta Selatan,3.55,200,109,4,4,2,3
Jakarta Selatan,3.55,239,107,4,3,0,3
Jakarta Selatan,3.55,239,107,4,3,0,3
Jakarta Selatan,3.55,239,107,4,3,0,3
Jakarta Selatan,3.55,239,107,4,3,0,3
Jakarta Selatan,3.55,210,96,5,5,0,3
Jakarta Selatan,3.55,210,96,5,5,0,3
Jakarta Selatan,3.55,210,96,5,5,0,3
Jakarta Selatan,3.55,205,96,5,5,0,3
Jakarta Selatan,3.55,200,96,5,5,0,3
Jakarta Barat,3.55,105,139,3,3,0,2
Jakarta Selatan,3.55,210,96,5,5,0,2
Jakarta Selatan,3.55,210,96,0,0,0,2
Jakarta Timur,3.58,140,129,3,3,0,2
Jakarta Selatan,3.58,240,94,4,5,1,3
Jakarta Utara,3.59,288,246,4,3,2,2
Jakarta Timur,3.59,115,140,4,3,0,2
Jakarta Barat,3.6,120,164,2,1,0,1
Jakarta Barat,3.6,265,143,3,1,0,1
Jakarta Barat,3.6,380,250,5,5,1,1
Jakarta Barat,3.6,140,105,3,3,1,2
Jakarta Barat,3.6,200,144,5,4,2,2
Jakarta Barat,3.6,142,72,4,3,1,3
Jakarta Pusat,3.6,285,120,3,3,1,2
Jakarta Timur,3.6,160,185,4,3,1,2
Jakarta Timur,3.6,284,222,4,4,1,2
Jakarta Timur,3.6,181,200,4,2,2,2
Jakarta Timur,3.6,190,159,5,3,2,2
Jakarta Utara,3.6,150,90,3,2,1,2
Jakarta Utara,3.6,160,120,3,2,1,2
Jakarta Utara,3.6,240,160,4,3,1,2
Jakarta Utara,3.6,200,120,4,3,0,2
Jakarta Utara,3.6,200,120,4,3,2,2
Jakarta Utara,3.6,200,120,5,4,0,2
Jakarta Utara,3.6,200,107,5,5,0,3
Jakarta Selatan,3.6,153,121,4,4,0,1
Jakarta Selatan,3.6,100,150,4,2,1,1
Jakarta Barat,3.6,157,50,10,10,0,5
Jakarta Selatan,3.6,350,127,6,4,0,4
Jakarta Selatan,3.6,211,109,4,3,0,3
Jakarta Selatan,3.6,250,108,5,5,0,3
Jakarta Selatan,3.6,250,108,5,5,0,3
Jakarta Selatan,3.6,200,104,5,5,0,3
Jakarta Selatan,3.6,220,101,3,3,2,3
Jakarta Selatan,3.6,220,101,3,3,2,3
Jakarta Utara,3.6,220,128,3,3,0,2.5
Jakarta Selatan,3.6,200,262,5,5,0,2
Jakarta Selatan,3.6,230,236,5,3,0,2
Jakarta Selatan,3.6,230,236,5,2,0,2
Jakarta Selatan,3.6,230,236,5,2,0,2
Jakarta Selatan,3.6,230,236,5,2,0,2
Jakarta Selatan,3.6,320,200,3,3,0,2
Jakarta Selatan,3.6,320,200,3,3,0,2
Jakarta Selatan,3.6,320,200,3,3,0,2
Jakarta Timur,3.6,150,194,3,3,2,2
Jakarta Selatan,3.6,250,162,4,5,0,2
Jakarta Timur,3.6,121,117,3,2,0,2
Jakarta Selatan,3.6,200,273,4,3,2,1
Jakarta Selatan,3.6,230,236,5,3,0,1
Jakarta Barat,3.6,200,144,4,3,0,1
Jakarta Barat,3.6,290,162,3,3,0,2
Jakarta Utara,3.65,150,119,4,2,0,2
Jakarta Utara,3.65,210,105,3,3,1,3
Jakarta Barat,3.65,214,55,10,10,0,4
Jakarta Barat,3.66,304,121,3,3,0,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,0,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Barat,3.66,304,121,3,3,1,3
Jakarta Selatan,3.66,250,563,10,6,5,2
Jakarta Barat,3.66,304,121,3,3,1,1
Jakarta Barat,3.66,170,183,4,2,1,1
Jakarta Barat,3.67,431,192,2,3,0,3
Jakarta Barat,3.7,160,120,4,2,2,2
Jakarta Barat,3.7,300,222,4,2,1,2
Jakarta Barat,3.7,160,165,4,4,1,2
Jakarta Barat,3.7,175,105,5,5,2,2
Jakarta Barat,3.7,300,208,5,5,2,2
Jakarta Barat,3.7,300,208,5,5,2,2
Jakarta Barat,3.7,300,208,6,5,2,2
Jakarta Barat,3.7,384,128,4,3,0,3
Jakarta Barat,3.7,218,75,4,4,1,4
Jakarta Timur,3.7,250,160,3,3,2,2
Jakarta Utara,3.7,175,102,4,3,2,2
Jakarta Selatan,3.7,144,155,4,2,1,1
Jakarta Selatan,3.7,170,142,6,5,0,1
Jakarta Selatan,3.7,250,105,5,4,0,3.5
Jakarta Selatan,3.7,250,105,5,6,0,3
Jakarta Selatan,3.7,250,105,4,2,0,3
Jakarta Selatan,3.7,240,101,5,5,2,3
Jakarta Selatan,3.7,220,101,3,3,2,3
Jakarta Selatan,3.7,190,85,3,4,0,3
Jakarta Selatan,3.7,180,82,4,4,0,3
Jakarta Utara,3.7,200,293,1,1,0,2
Jakarta Timur,3.7,180,275,3,3,1,2
Jakarta Timur,3.7,256,198,3,3,1,2
Jakarta Utara,3.7,235,165,3,2,0,2
Jakarta Timur,3.7,187,160,5,3,0,2
Jakarta Utara,3.7,242,156,4,3,0,2
Jakarta Selatan,3.7,120,153,4,3,1,1.5
Jakarta Utara,3.7,242,156,4,3,0,2
Jakarta Selatan,3.72,200,250,4,4,1,2
Jakarta Barat,3.75,272,387,3,2,1,1
Jakarta Barat,3.75,189,135,4,3,2,2
Jakarta Barat,3.75,272,387,4,3,3,2
Jakarta Barat,3.75,215,126,3,3,1,3
Jakarta Barat,3.75,230,180,4,4,2,1
Jakarta Utara,3.75,150,102,4,2,1,1
Jakarta Utara,3.75,200,75,6,6,0,4
Jakarta Selatan,3.75,400,134,5,5,0,3
Jakarta Selatan,3.75,138,138,3,3,0,1
Jakarta Selatan,3.75,250,110,6,4,1,2
Jakarta Selatan,3.76,204,104,4,5,0,2
Jakarta Timur,3.78,300,292,8,7,1,2
Jakarta Barat,3.8,160,200,5,2,1,1
Jakarta Barat,3.8,99,96,3,3,0,2
Jakarta Barat,3.8,172,257,4,3,1,2
Jakarta Barat,3.8,160,149,4,3,1,2
Jakarta Barat,3.8,200,190,4,4,1,2
Jakarta Pusat,3.8,365,373,5,3,2,1
Jakarta Timur,3.8,128,166,4,4,2,2
Jakarta Timur,3.8,184,134,4,4,2,2
Jakarta Timur,3.8,280,95,4,4,1,3
Jakarta Utara,3.8,280,102,5,5,2,2
Jakarta Utara,3.8,200,97,3,3,0,3
Jakarta Utara,3.8,100,183,2,2,2,1
Jakarta Selatan,3.8,180,148,3,2,2,2
Jakarta Selatan,3.8,262,168,5,3,1,2
Jakarta Selatan,3.8,200,236,6,6,1,2
Jakarta Selatan,3.8,162,55,3,2,2,5
Jakarta Pusat,3.8,165,182,4,3,0,3
Jakarta Timur,3.8,350,160,6,5,0,3
Jakarta Utara,3.8,180,102,3,3,0,2.5
Jakarta Barat,3.8,90,181,12,12,0,2
Jakarta Selatan,3.8,90,181,0,12,0,2
Jakarta Selatan,3.8,90,181,10,10,0,2
Jakarta Selatan,3.8,90,181,10,10,0,2
Jakarta Selatan,3.8,90,181,10,10,0,2
Jakarta Timur,3.8,90,181,10,10,0,2
Jakarta Utara,3.8,90,181,0,12,0,2
Jakarta Selatan,3.8,230,157,5,3,1,2
Jakarta Timur,3.8,153,144,4,3,0,2
Jakarta Barat,3.8,140,144,2,3,1,2
Jakarta Barat,3.8,140,144,3,3,0,2
Jakarta Selatan,3.8,123,123,3,3,0,2
Jakarta Timur,3.8,121,105,3,3,0,2
Jakarta Selatan,3.8,200,98,3,3,2,2
Jakarta Selatan,3.8,100,139,4,2,1,1.5
Jakarta Selatan,3.8,165,108,4,2,0,1
Jakarta Timur,3.8,225,215,5,4,1,1
Jakarta Utara,3.8,250,96,3,2,0,3
Jakarta Barat,3.82,369,341,4,3,2,2
Jakarta Utara,3.85,156,108,4,2,2,2
Jakarta Utara,3.85,103,90,4,3,1,2
Jakarta Utara,3.85,156,108,5,3,0,2
Jakarta Utara,3.85,156,108,5,3,3,2
Jakarta Utara,3.85,240,90,3,3,1,3
Jakarta Selatan,3.85,220,140,5,4,1,2
Jakarta Selatan,3.85,220,140,5,4,1,2
Jakarta Selatan,3.85,220,140,5,4,1,2
Jakarta Selatan,3.85,220,140,5,4,1,2
Jakarta Selatan,3.85,220,140,5,4,1,2
Jakarta Selatan,3.85,150,123,5,4,0,2
Jakarta Selatan,3.85,150,123,4,3,0,2
Jakarta Selatan,3.85,150,200,3,1,0,1
Jakarta Selatan,3.88,142,115,4,4,0,3
Jakarta Utara,3.89,250,247,4,3,1,2
Jakarta Selatan,3.89,109,240,4,4,2,3
Jakarta Selatan,3.89,240,108,4,4,1,3
Jakarta Barat,3.9,146,143,2,2,1,2
Jakarta Barat,3.9,130,120,3,3,2,2
Jakarta Barat,3.9,250,140,4,3,2,2
Jakarta Barat,3.9,200,130,4,1,2,2
Jakarta Barat,3.9,250,144,4,5,1,2
Jakarta Barat,3.9,250,219,5,3,2,2
Jakarta Barat,3.9,250,140,5,5,2,2
Jakarta Barat,3.9,220,144,6,4,1,2
Jakarta Barat,3.9,140,108,3,4,2,3
Jakarta Timur,3.9,220,160,3,3,1,1
Jakarta Timur,3.9,140,208,3,2,0,1
Jakarta Timur,3.9,180,116,5,4,2,2
Jakarta Timur,3.9,259,300,5,4,2,2
Jakarta Timur,3.9,259,300,5,4,1,2
Jakarta Timur,3.9,250,310,6,4,0,1
Jakarta Utara,3.9,225,150,4,3,2,2
Jakarta Utara,3.9,250,144,4,3,1,2
Jakarta Utara,3.9,250,96,3,3,0,3
Jakarta Selatan,3.9,90,122,3,2,1,1
Jakarta Selatan,3.9,220,128,3,3,2,2
Jakarta Selatan,3.9,120,220,4,5,1,2
Jakarta Selatan,3.9,120,120,4,4,0,2
Jakarta Selatan,3.9,122,185,5,4,1,2
Jakarta Selatan,3.9,295,197,5,4,2,2
Jakarta Selatan,3.9,150,197,3,3,1,1
Jakarta Timur,3.9,210,135,4,4,0,3
Jakarta Selatan,3.9,240,109,4,4,2,3
Jakarta Pusat,3.9,200,105,10,0,0,3
Jakarta Selatan,3.9,210,103,4,4,2,3
Jakarta Selatan,3.9,220,101,4,4,2,3
Jakarta Selatan,3.9,190,101,5,4,0,3
Jakarta Selatan,3.9,109,101,5,4,2,3
Jakarta Timur,3.9,200,96,3,3,0,3
Jakarta Timur,3.9,146,90,4,4,0,3
Jakarta Barat,3.9,170,105,4,3,0,2.5
Jakarta Pusat,3.9,260,145,4,4,0,2
Jakarta Pusat,3.9,155,112,4,3,0,2
Jakarta Pusat,3.9,130,69,2,2,0,2
Jakarta Selatan,3.9,57,148,4,2,1,1
Jakarta Selatan,3.9,190,101,0,0,0,2
Jakarta Selatan,3.92,165,186,4,4,0,2
Jakarta Utara,3.92,99,110,3,3,0,2
Jakarta Barat,3.95,350,224,4,3,1,2
Jakarta Timur,3.95,200,148,3,4,2,2
Jakarta Timur,3.95,200,148,3,4,2,2
Jakarta Timur,3.95,240,202,3,3,1,2
Jakarta Timur,3.95,200,144,4,4,1,2
Jakarta Timur,3.95,350,200,6,6,1,2
Jakarta Selatan,3.95,195,85,5,7,1,1
Jakarta Selatan,3.95,120,106,3,3,2,2
Jakarta Selatan,3.95,230,121,4,4,2,3
Jakarta Selatan,3.95,295,197,4,5,2,4
Jakarta Selatan,3.95,250,103,4,4,1,3
Jakarta Selatan,3.95,200,101,6,5,1,3
Jakarta Selatan,3.95,190,101,4,4,1,3
Jakarta Selatan,3.95,300,99,3,3,1,3
Jakarta Selatan,3.95,210,197,5,5,0,2
Jakarta Selatan,3.95,190,168,3,4,0,2
Jakarta Selatan,3.95,140,158,3,3,0,2
Jakarta Selatan,3.95,140,158,3,3,0,2
Jakarta Selatan,3.95,158,145,3,2,0,2
Jakarta Timur,3.95,147,121,4,4,0,2
Jakarta Barat,3.95,246,189,4,4,1,1
Jakarta Utara,3.99,200,200,2,2,2,2
Jakarta Utara,3.99,180,80,3,3,0,3
Jakarta Barat,4,156,144,3,4,2,2
Jakarta Barat,4,199,202,3,3,1,2
Jakarta Barat,4,160,120,3,3,2,2
Jakarta Barat,4,208,144,4,3,2,2
Jakarta Barat,4,240,176,4,3,1,2
Jakarta Barat,4,300,219,4,2,0,2
Jakarta Barat,4,136,300,4,2,1,2
Jakarta Barat,4,220,120,4,3,2,2
Jakarta Barat,4,180,113,3,3,1,3
Jakarta Barat,4,198,239,5,3,3,3
Jakarta Barat,4,270,144,5,4,2,3
Jakarta Pusat,4,220,250,3,2,2,1
Jakarta Timur,4,300,200,4,4,2,2
